Nome do Medicamento;Substância Ativa/DCI;Forma Farmacêutica;Dosagem;Apresentação;Titular de AIM;Via;ATC;PVP;Código;CNPEM
Azitromicina Atral;Azitromicina;Comprimido revestido;500 mg;"Blister; 3 unidade(s)";Laboratórios Atral, S.A.;Via oral;J01FA10 - azithromycin;5,38;4993689;50018361
Azitromicina Aurovitas;Azitromicina;Comprimido revestido por película;500 mg;"Blister; 2 unidade(s)";Generis Farmacêutica, S.A.;Via oral;J01FA10 - azithromycin;4,11;5693742;50018370
Azitromicina Aurovitas;Azitromicina;Comprimido revestido por película;500 mg;"Blister; 3 unidade(s)";Generis Farmacêutica, S.A.;Via oral;J01FA10 - azithromycin;3,74;5693759;50018361
Azitromicina Azevedos;Azitromicina;Comprimido revestido;500 mg;"Blister; 3 unidade(s)";Laboratórios Azevedos - Indústria Farmacêutica, S.A.;Via oral;J01FA10 - azithromycin;5,38;3590197;50018361
Azitromicina Azevedos;Azitromicina;Comprimido revestido;500 mg;"Blister; 2 unidade(s)";Laboratórios Azevedos - Indústria Farmacêutica, S.A.;Via oral;J01FA10 - azithromycin;4,28;4555694;50018370
Azitromicina Azevedos;Azitromicina;Pó para solução para perfusão;500 mg;"Frasco; 10 unidade(s)";Laboratórios Azevedos - Indústria Farmacêutica, S.A.;Via intravenosa;J01FA10 - azithromycin;53,51;5794714;50027492
Azitromicina Azevedos;Azitromicina;Pó para solução para perfusão;500 mg;"Frasco; 1 unidade(s)";Laboratórios Azevedos - Indústria Farmacêutica, S.A.;Via intravenosa;J01FA10 - azithromycin;6,68;5794706;50027484
Azitromicina Azitrix 500 mg Comprimidos Revestidos;Azitromicina;Comprimido revestido;500 mg;"Blister; 3 unidade(s)";Pentafarma - Sociedade Técnico-Medicinal, S.A.;Via oral;J01FA10 - azithromycin;4,84;2809598;50018361
Azitromicina Azitrix 500 mg Comprimidos Revestidos;Azitromicina;Comprimido revestido;500 mg;"Blister; 2 unidade(s)";Pentafarma - Sociedade Técnico-Medicinal, S.A.;Via oral;J01FA10 - azithromycin;4,28;4709192;50018370
Azitromicina Bluepharma;Azitromicina;Comprimido revestido;500 mg;"Blister; 3 unidade(s)";Bluepharma Genéricos - Comércio de Medicamentos S.A.;Via oral;J01FA10 - azithromycin;5,39;4888087;50018361
Azitromicina Bluepharma;Azitromicina;Comprimido revestido;500 mg;"Blister; 2 unidade(s)";Bluepharma Genéricos - Comércio de Medicamentos S.A.;Via oral;J01FA10 - azithromycin;4,18;4887980;50018370
Azitromicina Ciclum 500 mg Comprimidos Revestidos;Azitromicina;Comprimido revestido;500 mg;"Blister; 3 unidade(s)";Ciclum Farma Unipessoal, Lda.;Via oral;J01FA10 - azithromycin;5,39;4258885;50018361
Azitromicina Ciclum 500 mg Comprimidos Revestidos;Azitromicina;Comprimido revestido;500 mg;"Blister; 2 unidade(s)";Ciclum Farma Unipessoal, Lda.;Via oral;J01FA10 - azithromycin;4,28;4258786;50018370
Azitromicina Farmoz 500 mg Comprimidos Revestidos;Azitromicina;Comprimido revestido;500 mg;"Blister; 3 unidade(s)";Farmoz - Sociedade Técnico Medicinal, S.A.;Via oral;J01FA10 - azithromycin;5,38;4275798;50018361
Azitromicina Farmoz 500 mg Comprimidos Revestidos;Azitromicina;Comprimido revestido;500 mg;"Blister; 2 unidade(s)";Farmoz - Sociedade Técnico Medicinal, S.A.;Via oral;J01FA10 - azithromycin;4,28;4275699;50018370
Azitromicina Generis;Azitromicina;Pó para suspensão oral;40 mg/ml;"Frasco; 1 unidade(s) - 30 ml";Generis Farmacêutica, S.A.;Via oral;J01FA10 - azithromycin;6,68;4601993;50018396
Azitromicina Generis;Azitromicina;Pó para suspensão oral;40 mg/ml;"Frasco; 1 unidade(s) - 15 ml";Generis Farmacêutica, S.A.;Via oral;J01FA10 - azithromycin;5,36;3095791;50018388
Azitromicina Generis 500 mg Comprimidos Revestidos;Azitromicina;Comprimido revestido;500 mg;"Blister; 3 unidade(s)";Generis Farmacêutica, S.A.;Via oral;J01FA10 - azithromycin;5,38;4048880;50018361
Azitromicina Germed;Azitromicina;Comprimido revestido;500 mg;"Blister; 3 unidade(s)";Germed Farmacêutica, Lda.;Via oral;J01FA10 - azithromycin;5,38;5028253;50018361
Azitromicina GP 500 mg Comprimidos revestidos;Azitromicina;Comprimido revestido;500 mg;"Blister; 2 unidade(s)";GP - Genéricos Portugueses, Lda.;Via oral;J01FA10 - azithromycin;4,28;4812186;50018370
Azitromicina GP 500 mg Comprimidos revestidos;Azitromicina;Comprimido revestido;500 mg;"Blister; 3 unidade(s)";GP - Genéricos Portugueses, Lda.;Via oral;J01FA10 - azithromycin;5,38;4812285;50018361
Azitromicina Krka;Azitromicina;Comprimido revestido por película;500 mg;"Blister; 2 unidade(s)";KRKA Farmacêutica, Sociedade Unipessoal, Lda.;Via oral;J01FA10 - azithromycin;4,04;5394267;50018370
Azitromicina Krka;Azitromicina;Comprimido revestido por película;500 mg;"Blister; 3 unidade(s)";KRKA Farmacêutica, Sociedade Unipessoal, Lda.;Via oral;J01FA10 - azithromycin;4,04;5394242;50018361
Azitromicina Labesfal 500 mg Comprimidos Revestidos;Azitromicina;Comprimido revestido;500 mg;"Blister; 3 unidade(s)";Generis Farmacêutica, S.A.;Via oral;J01FA10 - azithromycin;5,38;4189684;50018361
Azitromicina Labesfal 500 mg Comprimidos Revestidos;Azitromicina;Comprimido revestido;500 mg;"Blister; 2 unidade(s)";Generis Farmacêutica, S.A.;Via oral;J01FA10 - azithromycin;4,28;4189585;50018370
Azitromicina Mylan;Azitromicina;Comprimido revestido por película;500 mg;"Blister; 3 unidade(s)";Viatris Limited;Via oral;J01FA10 - azithromycin;5,38;5274063;50018361
Azitromicina Mylan;Azitromicina;Comprimido revestido por película;500 mg;"Blister; 2 unidade(s)";Viatris Limited;Via oral;J01FA10 - azithromycin;4,28;5274055;50018370
Azitromicina Pentafarma;Azitromicina;Comprimido revestido;500 mg;"Blister; 3 unidade(s)";Pentafarma - Sociedade Técnico-Medicinal, S.A.;Via oral;J01FA10 - azithromycin;5,38;3441292;50018361
Azitromicina Pentafarma;Azitromicina;Comprimido revestido;500 mg;"Blister; 2 unidade(s)";Pentafarma - Sociedade Técnico-Medicinal, S.A.;Via oral;J01FA10 - azithromycin;4,28;4708996;50018370
Azitromicina Pharmakern 500 mg comprimidos revestidos;Azitromicina;Comprimido revestido;500 mg;"Blister; 3 unidade(s)";Pharmakern Portugal - Produtos Farmacêuticos, Sociedade Unipessoal, Lda.;Via oral;J01FA10 - azithromycin;5,38;4145983;50018361
Azitromicina Pharmakern 500 mg comprimidos revestidos;Azitromicina;Comprimido revestido;500 mg;"Blister; 2 unidade(s)";Pharmakern Portugal - Produtos Farmacêuticos, Sociedade Unipessoal, Lda.;Via oral;J01FA10 - azithromycin;4,28;4145884;50018370
Azitromicina Sandoz;Azitromicina;Comprimido revestido por película;500 mg;"Blister; 3 unidade(s)";Sandoz Farmacêutica, Lda.;Via oral;J01FA10 - azithromycin;5,38;5615984;50018361
Azitromicina Sandoz;Azitromicina;Comprimido revestido por película;500 mg;"Blister; 2 unidade(s)";Sandoz Farmacêutica, Lda.;Via oral;J01FA10 - azithromycin;4,28;5623483;50018370
Azitromicina Teva 500 mg Comprimidos;Azitromicina;Comprimido revestido por película;500 mg;"Blister; 2 unidade(s)";Teva Pharma - Produtos Farmacêuticos, Lda.;Via oral;J01FA10 - azithromycin;4,28;5738885;50018370
Azitromicina Teva 500 mg Comprimidos;Azitromicina;Comprimido revestido por película;500 mg;"Blister; 3 unidade(s)";Teva Pharma - Produtos Farmacêuticos, Lda.;Via oral;J01FA10 - azithromycin;5,38;5739081;50018361
Azitromicina ToLife 500 mg Comprimidos Revestidos;Azitromicina;Comprimido revestido;500 mg;"Blister; 3 unidade(s)";Towa Pharmaceutical, S.A.;Via oral;J01FA10 - azithromycin;5,38;4866182;50018361
Azitromicina ToLife 500 mg Comprimidos Revestidos;Azitromicina;Comprimido revestido;500 mg;"Blister; 2 unidade(s)";Towa Pharmaceutical, S.A.;Via oral;J01FA10 - azithromycin;4,28;4866083;50018370
Azitromicina Vitória;Azitromicina;Comprimido revestido por película;500 mg;"Blister; 2 unidade(s)";Faes Farma Portugal, S.A.;Via oral;J01FA10 - azithromycin;4,28;5358882;50018370
Azitromicina Vitória;Azitromicina;Comprimido revestido por película;500 mg;"Blister; 3 unidade(s)";Faes Farma Portugal, S.A.;Via oral;J01FA10 - azithromycin;5,38;5358981;50018361
Azitromicina Zentiva;Azitromicina;Comprimido revestido por película;500 mg;"Blister; 3 unidade(s)";Zentiva Portugal, Lda.;Via oral;J01FA10 - azithromycin;5,38;3531795;50018361
Azitromicina Zentiva;Azitromicina;Comprimido revestido por película;500 mg;"Blister; 2 unidade(s)";Zentiva Portugal, Lda.;Via oral;J01FA10 - azithromycin;4,28;4649695;50018370
Sumamed;Azitromicina;Comprimido dispersível;500 mg;"Blister; 3 unidade(s)";Teva B.V.;Via oral;J01FA10 - azithromycin;3,82;5722566;50173707
Zithromax;Azitromicina;Comprimido revestido por película;500 mg;"Blister; 2 unidade(s)";Laboratórios Pfizer, Lda.;Via oral;J01FA10 - azithromycin;5,36;4576385;50018370
Zithromax;Azitromicina;Comprimido revestido por película;500 mg;"Blister; 3 unidade(s)";Laboratórios Pfizer, Lda.;Via oral;J01FA10 - azithromycin;5,86;2521284;50018361
Zithromax;Azitromicina;Pó para suspensão oral;40 mg/ml;"Frasco; 1 unidade(s) - 15 ml";Laboratórios Pfizer, Lda.;Via oral;J01FA10 - azithromycin;5,36;2248284;50018388
Zithromax;Azitromicina;Pó para suspensão oral;40 mg/ml;"Frasco; 1 unidade(s) - 30 ml";Laboratórios Pfizer, Lda.;Via oral;J01FA10 - azithromycin;8,71;4576286;50018396
Clindamicina Labesfal;Clindamicina;Cápsula;150 mg;"Blister; 100 unidade(s)";Labesfal - Laboratórios Almiro, S.A.;Via oral;J01FF01 - clindamycin;13,55;4609798;50005464
Clindamicina Labesfal;Clindamicina;Cápsula;150 mg;"Blister; 16 unidade(s)";Labesfal - Laboratórios Almiro, S.A.;Via oral;J01FF01 - clindamycin;3,66;2642098;50005430
Clindamicina Labesfal;Clindamicina;Cápsula;150 mg;"Blister; 32 unidade(s)";Labesfal - Laboratórios Almiro, S.A.;Via oral;J01FF01 - clindamycin;5,36;4609590;50005448
Clindamicina Labesfal;Clindamicina;Cápsula;150 mg;"Blister; 88 unidade(s)";Labesfal - Laboratórios Almiro, S.A.;Via oral;J01FF01 - clindamycin;12,39;4609699;50005456
Dalacin C;Clindamicina;Cápsula;150 mg;"Blister; 16 unidade(s)";Laboratórios Pfizer, Lda.;Via oral;J01FF01 - clindamycin;4,13;8293407;50005430
Gentamicina Labesfal;Gentamicina;Solução injetável;80 mg/2 ml;"Ampola; 1 unidade(s) - 2 ml";Labesfal - Laboratórios Almiro, S.A.;Via intramuscular;J01GB03 - gentamicin;2,37;2232395;50008650
Gentamicina Labesfal;Gentamicina;Solução injetável;80 mg/2 ml;"Ampola; 3 unidade(s) - 2 ml";Labesfal - Laboratórios Almiro, S.A.;Via intramuscular;J01GB03 - gentamicin;4,53;2232494;50008668
Gentamicina Labesfal;Gentamicina;Solução injetável;80 mg/2 ml;"Ampola; 5 unidade(s) - 2 ml";Labesfal - Laboratórios Almiro, S.A.;Via intramuscular;J01GB03 - gentamicin;6,46;4602397;50008862
Amicacina Hikma;Amicacina;Solução injetável;500 mg/2 ml;"Ampola; 1 unidade(s) - 2 ml";Hikma Farmacêutica (Portugal), S.A.;Via intramuscular;J01GB06 - amikacin;4,82;2259091;50001515
Amicacina Hikma;Amicacina;Solução injetável;500 mg/2 ml;"Ampola; 2 unidade(s) - 2 ml";Hikma Farmacêutica (Portugal), S.A.;Via intramuscular;J01GB06 - amikacin;5,46;4686598;50001523
Ofloxacina Mylan;Ofloxacina;Comprimido revestido por película;200 mg;"Blister; 8 unidade(s)";Viatris Limited;Via oral;J01MA01 - ofloxacin;4,28;4351086;50003283
Ofloxacina Mylan;Ofloxacina;Comprimido revestido por película;200 mg;"Blister; 16 unidade(s)";Viatris Limited;Via oral;J01MA01 - ofloxacin;5,14;4167789;50003275
Ofloxacina Mylan;Ofloxacina;Comprimido revestido por película;200 mg;"Blister; 6 unidade(s)";Viatris Limited;Via oral;J01MA01 - ofloxacin;3,84;4167284;50034057
Ciplox;Ciprofloxacina;Comprimido revestido por película;500 mg;"Blister; 16 unidade(s)";Laboratórios Atral, S.A.;Via oral;J01MA02 - ciprofloxacin;11,36;2258796;50004581
Ciplox;Ciprofloxacina;Comprimido revestido por película;500 mg;"Blister; 8 unidade(s)";Laboratórios Atral, S.A.;Via oral;J01MA02 - ciprofloxacin;5,73;4647491;50004611
Ciprofloxacina Alter 250 mg comprimidos revestidos;Ciprofloxacina;Comprimido revestido;250 mg;"Blister; 16 unidade(s)";Alter, S.A.;Via oral;J01MA02 - ciprofloxacin;9,46;3203585;50004565
Ciprofloxacina Alter 250 mg comprimidos revestidos;Ciprofloxacina;Comprimido revestido;250 mg;"Blister; 1 unidade(s)";Alter, S.A.;Via oral;J01MA02 - ciprofloxacin;1,78;4716585;50004549
Ciprofloxacina Alter 250 mg comprimidos revestidos;Ciprofloxacina;Comprimido revestido;250 mg;"Blister; 8 unidade(s)";Alter, S.A.;Via oral;J01MA02 - ciprofloxacin;4,82;3203486;50004557
Ciprofloxacina Alter 500 mg comprimidos revestidos;Ciprofloxacina;Comprimido revestido;500 mg;"Blister; 16 unidade(s)";Alter, S.A.;Via oral;J01MA02 - ciprofloxacin;11,36;3203783;50004581
Ciprofloxacina Alter 500 mg comprimidos revestidos;Ciprofloxacina;Comprimido revestido;500 mg;"Blister; 8 unidade(s)";Alter, S.A.;Via oral;J01MA02 - ciprofloxacin;5,73;3203684;50004611
Ciprofloxacina Alter 750 mg comprimidos revestidos;Ciprofloxacina;Comprimido revestido;750 mg;"Blister; 16 unidade(s)";Alter, S.A.;Via oral;J01MA02 - ciprofloxacin;16,55;3203882;50005286
Ciprofloxacina Alter 750 mg comprimidos revestidos;Ciprofloxacina;Comprimido revestido;750 mg;"Blister; 8 unidade(s)";Alter, S.A.;Via oral;J01MA02 - ciprofloxacin;9,08;4718086;50005308
Ciprofloxacina Aurovitas;Ciprofloxacina;Comprimido revestido por película;250 mg;"Blister; 16 unidade(s)";Generis Farmacêutica, S.A.;Via oral;J01MA02 - ciprofloxacin;9,53;5678974;50004565
Ciprofloxacina Aurovitas;Ciprofloxacina;Comprimido revestido por película;250 mg;"Blister; 8 unidade(s)";Generis Farmacêutica, S.A.;Via oral;J01MA02 - ciprofloxacin;4,82;5678966;50004557
Ciprofloxacina Aurovitas;Ciprofloxacina;Comprimido revestido por película;500 mg;"Blister; 16 unidade(s)";Generis Farmacêutica, S.A.;Via oral;J01MA02 - ciprofloxacin;11,36;5679006;50004581
Ciprofloxacina Aurovitas;Ciprofloxacina;Comprimido revestido por película;750 mg;"Blister; 16 unidade(s)";Generis Farmacêutica, S.A.;Via oral;J01MA02 - ciprofloxacin;16,55;5679014;50005286
Ciprofloxacina Azevedos;Ciprofloxacina;Comprimido revestido por película;500 mg;"Blister; 16 unidade(s)";Laboratórios Azevedos - Indústria Farmacêutica, S.A.;Via oral;J01MA02 - ciprofloxacin;11,36;5037288;50004581
Ciprofloxacina Azevedos;Ciprofloxacina;Comprimido revestido por película;500 mg;"Blister; 1 unidade(s)";Laboratórios Azevedos - Indústria Farmacêutica, S.A.;Via oral;J01MA02 - ciprofloxacin;2,00;5037080;50004603
Ciprofloxacina Azevedos;Ciprofloxacina;Comprimido revestido por película;500 mg;"Blister; 8 unidade(s)";Laboratórios Azevedos - Indústria Farmacêutica, S.A.;Via oral;J01MA02 - ciprofloxacin;5,73;5037189;50004611
Ciprofloxacina Basi;Ciprofloxacina;Comprimido revestido por película;250 mg;"Blister; 16 unidade(s)";Laboratórios Basi - Indústria Farmacêutica, S.A;Via oral;J01MA02 - ciprofloxacin;6,68;4188587;50004565
Ciprofloxacina Basi;Ciprofloxacina;Comprimido revestido por película;250 mg;"Blister; 1 unidade(s)";Laboratórios Basi - Indústria Farmacêutica, S.A;Via oral;J01MA02 - ciprofloxacin;1,75;4188389;50004549
Ciprofloxacina Basi;Ciprofloxacina;Comprimido revestido por película;250 mg;"Blister; 8 unidade(s)";Laboratórios Basi - Indústria Farmacêutica, S.A;Via oral;J01MA02 - ciprofloxacin;4,82;4188488;50004557
Ciprofloxacina Basi;Ciprofloxacina;Comprimido revestido por película;500 mg;"Blister; 16 unidade(s)";Laboratórios Basi - Indústria Farmacêutica, S.A;Via oral;J01MA02 - ciprofloxacin;11,36;4188884;50004581
Ciprofloxacina Basi;Ciprofloxacina;Comprimido revestido por película;500 mg;"Blister; 1 unidade(s)";Laboratórios Basi - Indústria Farmacêutica, S.A;Via oral;J01MA02 - ciprofloxacin;1,67;4188686;50004603
Ciprofloxacina Basi;Ciprofloxacina;Comprimido revestido por película;500 mg;"Blister; 8 unidade(s)";Laboratórios Basi - Indústria Farmacêutica, S.A;Via oral;J01MA02 - ciprofloxacin;5,73;4188785;50004611
Ciprofloxacina Basi;Ciprofloxacina;Comprimido revestido por película;750 mg;"Blister; 16 unidade(s)";Laboratórios Basi - Indústria Farmacêutica, S.A;Via oral;J01MA02 - ciprofloxacin;16,55;4734596;50005286
Ciprofloxacina Bluepharma;Ciprofloxacina;Comprimido revestido por película;250 mg;"Blister; 16 unidade(s)";Bluepharma Genéricos - Comércio de Medicamentos S.A.;Via oral;J01MA02 - ciprofloxacin;9,46;4483897;50004565
Ciprofloxacina Bluepharma;Ciprofloxacina;Comprimido revestido por película;250 mg;"Blister; 8 unidade(s)";Bluepharma Genéricos - Comércio de Medicamentos S.A.;Via oral;J01MA02 - ciprofloxacin;4,83;4483798;50004557
Ciprofloxacina Bluepharma;Ciprofloxacina;Comprimido revestido por película;500 mg;"Blister; 8 unidade(s)";Bluepharma Genéricos - Comércio de Medicamentos S.A.;Via oral;J01MA02 - ciprofloxacin;5,74;4484093;50004611
Ciprofloxacina Bluepharma;Ciprofloxacina;Comprimido revestido por película;500 mg;"Blister; 16 unidade(s)";Bluepharma Genéricos - Comércio de Medicamentos S.A.;Via oral;J01MA02 - ciprofloxacin;11,36;4484192;50004581
Ciprofloxacina Bluepharma;Ciprofloxacina;Comprimido revestido por película;500 mg;"Blister; 1 unidade(s)";Bluepharma Genéricos - Comércio de Medicamentos S.A.;Via oral;J01MA02 - ciprofloxacin;1,99;4483996;50004603
Ciprofloxacina Bluepharma;Ciprofloxacina;Comprimido revestido por película;750 mg;"Blister; 16 unidade(s)";Bluepharma Genéricos - Comércio de Medicamentos S.A.;Via oral;J01MA02 - ciprofloxacin;16,55;4484291;50005286
Ciprofloxacina Farmoz;Ciprofloxacina;Comprimido revestido por película;250 mg;"Blister; 8 unidade(s)";Farmoz - Sociedade Técnico Medicinal, S.A.;Via oral;J01MA02 - ciprofloxacin;4,82;4706099;50004557
Ciprofloxacina Farmoz;Ciprofloxacina;Comprimido revestido por película;250 mg;"Blister; 16 unidade(s)";Farmoz - Sociedade Técnico Medicinal, S.A.;Via oral;J01MA02 - ciprofloxacin;9,53;9736405;50004565
Ciprofloxacina Farmoz;Ciprofloxacina;Comprimido revestido por película;250 mg;"Blister; 1 unidade(s)";Farmoz - Sociedade Técnico Medicinal, S.A.;Via oral;J01MA02 - ciprofloxacin;1,78;4705992;50004549
Ciprofloxacina Farmoz;Ciprofloxacina;Comprimido revestido por película;500 mg;"Blister; 16 unidade(s)";Farmoz - Sociedade Técnico Medicinal, S.A.;Via oral;J01MA02 - ciprofloxacin;10,87;4266391;50004581
Ciprofloxacina Farmoz;Ciprofloxacina;Comprimido revestido por película;500 mg;"Blister; 1 unidade(s)";Farmoz - Sociedade Técnico Medicinal, S.A.;Via oral;J01MA02 - ciprofloxacin;1,83;4266193;50004603
Ciprofloxacina Farmoz;Ciprofloxacina;Comprimido revestido por película;500 mg;"Blister; 8 unidade(s)";Farmoz - Sociedade Técnico Medicinal, S.A.;Via oral;J01MA02 - ciprofloxacin;5,73;4266292;50004611
Ciprofloxacina Generis;Ciprofloxacina;Comprimido revestido por película;250 mg;"Blister; 8 unidade(s)";Generis Farmacêutica, S.A.;Via oral;J01MA02 - ciprofloxacin;4,82;4340493;50004557
Ciprofloxacina Generis;Ciprofloxacina;Comprimido revestido por película;250 mg;"Blister; 16 unidade(s)";Generis Farmacêutica, S.A.;Via oral;J01MA02 - ciprofloxacin;9,53;4340592;50004565
Ciprofloxacina Generis;Ciprofloxacina;Comprimido revestido por película;500 mg;"Blister; 8 unidade(s)";Generis Farmacêutica, S.A.;Via oral;J01MA02 - ciprofloxacin;5,73;4340790;50004611
Ciprofloxacina Generis;Ciprofloxacina;Comprimido revestido por película;500 mg;"Blister; 16 unidade(s)";Generis Farmacêutica, S.A.;Via oral;J01MA02 - ciprofloxacin;11,36;4340899;50004581
Ciprofloxacina Generis;Ciprofloxacina;Comprimido revestido por película;750 mg;"Blister; 16 unidade(s)";Generis Farmacêutica, S.A.;Via oral;J01MA02 - ciprofloxacin;16,55;4341194;50005286
Ciprofloxacina GP;Ciprofloxacina;Comprimido revestido por película;500 mg;"Blister; 16 unidade(s)";GP - Genéricos Portugueses, Lda.;Via oral;J01MA02 - ciprofloxacin;11,36;4266995;50004581
Ciprofloxacina GP;Ciprofloxacina;Comprimido revestido por película;500 mg;"Blister; 1 unidade(s)";GP - Genéricos Portugueses, Lda.;Via oral;J01MA02 - ciprofloxacin;1,77;4266797;50004603
Ciprofloxacina GP;Ciprofloxacina;Comprimido revestido por película;500 mg;"Blister; 8 unidade(s)";GP - Genéricos Portugueses, Lda.;Via oral;J01MA02 - ciprofloxacin;5,73;4266896;50004611
Ciprofloxacina Krka;Ciprofloxacina;Comprimido revestido por película;250 mg;"Blister; 8 unidade(s)";KRKA Farmacêutica, Sociedade Unipessoal, Lda.;Via oral;J01MA02 - ciprofloxacin;4,55;5252531;50004557
Ciprofloxacina Krka;Ciprofloxacina;Comprimido revestido por película;250 mg;"Blister; 16 unidade(s)";KRKA Farmacêutica, Sociedade Unipessoal, Lda.;Via oral;J01MA02 - ciprofloxacin;9,29;5252564;50004565
Ciprofloxacina Krka;Ciprofloxacina;Comprimido revestido por película;250 mg;"Blister; 6 unidade(s)";KRKA Farmacêutica, Sociedade Unipessoal, Lda.;Via oral;J01MA02 - ciprofloxacin;3,80;5252523;50029371
Ciprofloxacina Krka;Ciprofloxacina;Comprimido revestido por película;250 mg;"Blister; 10 unidade(s)";KRKA Farmacêutica, Sociedade Unipessoal, Lda.;Via oral;J01MA02 - ciprofloxacin;5,60;5252549;50004573
Ciprofloxacina Krka;Ciprofloxacina;Comprimido revestido por película;250 mg;"Blister; 12 unidade(s)";KRKA Farmacêutica, Sociedade Unipessoal, Lda.;Via oral;J01MA02 - ciprofloxacin;6,52;5252556;50029380
Ciprofloxacina Krka;Ciprofloxacina;Comprimido revestido por película;500 mg;"Blister; 8 unidade(s)";KRKA Farmacêutica, Sociedade Unipessoal, Lda.;Via oral;J01MA02 - ciprofloxacin;5,41;5252606;50004611
Ciprofloxacina Krka;Ciprofloxacina;Comprimido revestido por película;500 mg;"Blister; 16 unidade(s)";KRKA Farmacêutica, Sociedade Unipessoal, Lda.;Via oral;J01MA02 - ciprofloxacin;11,08;5252630;50004581
Ciprofloxacina Krka;Ciprofloxacina;Comprimido revestido por película;500 mg;"Blister; 6 unidade(s)";KRKA Farmacêutica, Sociedade Unipessoal, Lda.;Via oral;J01MA02 - ciprofloxacin;4,47;5252572;50033948
Ciprofloxacina Krka;Ciprofloxacina;Comprimido revestido por película;500 mg;"Blister; 10 unidade(s)";KRKA Farmacêutica, Sociedade Unipessoal, Lda.;Via oral;J01MA02 - ciprofloxacin;6,73;5252614;50007688
Ciprofloxacina Krka;Ciprofloxacina;Comprimido revestido por película;500 mg;"Blister; 12 unidade(s)";KRKA Farmacêutica, Sociedade Unipessoal, Lda.;Via oral;J01MA02 - ciprofloxacin;8,95;5252622;50033956
Ciprofloxacina Mylan;Ciprofloxacina;Comprimido revestido por película;250 mg;"Blister; 8 unidade(s)";Viatris Limited;Via oral;J01MA02 - ciprofloxacin;4,82;4084588;50004557
Ciprofloxacina Mylan;Ciprofloxacina;Comprimido revestido por película;250 mg;"Blister; 16 unidade(s)";Viatris Limited;Via oral;J01MA02 - ciprofloxacin;9,53;3769486;50004565
Ciprofloxacina Mylan;Ciprofloxacina;Comprimido revestido por película;250 mg;"Blister; 1 unidade(s)";Viatris Limited;Via oral;J01MA02 - ciprofloxacin;1,85;4084489;50004549
Ciprofloxacina Mylan;Ciprofloxacina;Comprimido revestido por película;250 mg;"Blister; 6 unidade(s)";Viatris Limited;Via oral;J01MA02 - ciprofloxacin;3,89;3769080;50029371
Ciprofloxacina Mylan;Ciprofloxacina;Comprimido revestido por película;500 mg;"Blister; 16 unidade(s)";Viatris Limited;Via oral;J01MA02 - ciprofloxacin;11,36;3771086;50004581
Ciprofloxacina Mylan;Ciprofloxacina;Comprimido revestido por película;500 mg;"Blister; 1 unidade(s)";Viatris Limited;Via oral;J01MA02 - ciprofloxacin;1,86;4084687;50004603
Ciprofloxacina Mylan;Ciprofloxacina;Comprimido revestido por película;500 mg;"Blister; 8 unidade(s)";Viatris Limited;Via oral;J01MA02 - ciprofloxacin;5,73;4084786;50004611
Ciprofloxacina Pentafarma;Ciprofloxacina;Comprimido revestido por película;250 mg;"Blister; 8 unidade(s)";Pentafarma - Sociedade Técnico-Medicinal, S.A.;Via oral;J01MA02 - ciprofloxacin;4,71;4689394;50004557
Ciprofloxacina Pentafarma;Ciprofloxacina;Comprimido revestido por película;250 mg;"Blister; 16 unidade(s)";Pentafarma - Sociedade Técnico-Medicinal, S.A.;Via oral;J01MA02 - ciprofloxacin;9,53;9746107;50004565
Ciprofloxacina Pentafarma;Ciprofloxacina;Comprimido revestido por película;250 mg;"Blister; 1 unidade(s)";Pentafarma - Sociedade Técnico-Medicinal, S.A.;Via oral;J01MA02 - ciprofloxacin;1,78;4689295;50004549
Ciprofloxacina Pentafarma;Ciprofloxacina;Comprimido revestido por película;500 mg;"Blister; 16 unidade(s)";Pentafarma - Sociedade Técnico-Medicinal, S.A.;Via oral;J01MA02 - ciprofloxacin;11,36;9746115;50004581
Ciprofloxacina Pharmakern;Ciprofloxacina;Comprimido revestido por película;500 mg;"Blister; 16 unidade(s)";Pharmakern Portugal - Produtos Farmacêuticos, Sociedade Unipessoal, Lda.;Via oral;J01MA02 - ciprofloxacin;11,36;4880696;50004581
Ciprofloxacina Pharmakern;Ciprofloxacina;Comprimido revestido por película;500 mg;"Blister; 1 unidade(s)";Pharmakern Portugal - Produtos Farmacêuticos, Sociedade Unipessoal, Lda.;Via oral;J01MA02 - ciprofloxacin;1,83;4880498;50004603
Ciprofloxacina Pharmakern;Ciprofloxacina;Comprimido revestido por película;500 mg;"Blister; 8 unidade(s)";Pharmakern Portugal - Produtos Farmacêuticos, Sociedade Unipessoal, Lda.;Via oral;J01MA02 - ciprofloxacin;5,73;4880597;50004611
Ciprofloxacina Ratiopharm 250 mg Comprimidos Revestidos;Ciprofloxacina;Comprimido revestido por película;250 mg;"Blister; 8 unidade(s)";Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;Via oral;J01MA02 - ciprofloxacin;4,82;4090189;50004557
Ciprofloxacina Ratiopharm 250 mg Comprimidos Revestidos;Ciprofloxacina;Comprimido revestido por película;250 mg;"Blister; 16 unidade(s)";Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;Via oral;J01MA02 - ciprofloxacin;9,53;4090486;50004565
