value,code,label
REF_CLASS_ATC:S01BA02,S01BA02,S01BA02 - hydrocortisone
REF_CLASS_ATC:S01BA03,S01BA03,S01BA03 - cortisone
REF_CLASS_ATC:S01BA04,S01BA04,S01BA04 - prednisolone
REF_CLASS_ATC:S01BA05,S01BA05,S01BA05 - triamcinolone
REF_CLASS_ATC:S01BA07,S01BA07,S01BA07 - fluorometholone
REF_CLASS_ATC:S01BA08,S01BA08,S01BA08 - medrysone
REF_CLASS_ATC:S01BA09,S01BA09,S01BA09 - clobetasone
REF_CLASS_ATC:S01BA13,S01BA13,S01BA13 - rimexolone
REF_CLASS_ATC:S01BA14,S01BA14,S01BA14 - loteprednol
REF_CLASS_ATC:S01BA15,S01BA15,S01BA15 - fluocinolone acetonide
REF_CLASS_ATC:S01BC01,S01BC01,S01BC01 - indometacin
REF_CLASS_ATC:S01BC03,S01BC03,S01BC03 - diclofenac
REF_CLASS_ATC:S01BC04,S01BC04,S01BC04 - flurbiprofen
REF_CLASS_ATC:S01BC05,S01BC05,S01BC05 - ketorolac
REF_CLASS_ATC:S01BC07,S01BC07,S01BC07 - bendazac
REF_CLASS_ATC:S01BC10,S01BC10,S01BC10 - nepafenac
REF_CLASS_ATC:S01BC11,S01BC11,S01BC11 - bromfenac
REF_CLASS_ATC:S01CA01,S01CA01,S01CA01 - dexamethasone and antiinfectives
REF_CLASS_ATC:S01CA02,S01CA02,S01CA02 - prednisolone and antiinfectives
REF_CLASS_ATC:S01CA03,S01CA03,S01CA03 - hydrocortisone and antiinfectives
REF_CLASS_ATC:S01CA05,S01CA05,S01CA05 - betamethasone and antiinfectives
REF_CLASS_ATC:S01CA07,S01CA07,S01CA07 - fluorometholone and antiinfectives
REF_CLASS_ATC:S01CC01,S01CC01,S01CC01 - diclofenac and antiinfectives
REF_CLASS_ATC:S01EA02,S01EA02,S01EA02 - dipivefrine
REF_CLASS_ATC:S01EA03,S01EA03,S01EA03 - apraclonidine
REF_CLASS_ATC:S01EA04,S01EA04,S01EA04 - clonidine
REF_CLASS_ATC:S01EA05,S01EA05,S01EA05 - brimonidine
REF_CLASS_ATC:S01EB01,S01EB01,S01EB01 - pilocarpine
REF_CLASS_ATC:S01EB02,S01EB02,S01EB02 - carbachol
REF_CLASS_ATC:S01EB08,S01EB08,S01EB08 - aceclidine
REF_CLASS_ATC:S01EB09,S01EB09,S01EB09 - acetylcholine
REF_CLASS_ATC:S01EB51,S01EB51,"S01EB51 - pilocarpine, combinations"
REF_CLASS_ATC:S01EC01,S01EC01,S01EC01 - acetazolamide
REF_CLASS_ATC:S01EC03,S01EC03,S01EC03 - dorzolamide
REF_CLASS_ATC:S01EC04,S01EC04,S01EC04 - brinzolamide
REF_CLASS_ATC:S01EC54,S01EC54,"S01EC54 - brinzolamide, combinations"
REF_CLASS_ATC:S01ED01,S01ED01,S01ED01 - timolol
REF_CLASS_ATC:S01ED02,S01ED02,S01ED02 - betaxolol
REF_CLASS_ATC:S01ED03,S01ED03,S01ED03 - levobunolol
REF_CLASS_ATC:S01ED04,S01ED04,S01ED04 - metipranolol
REF_CLASS_ATC:S01ED05,S01ED05,S01ED05 - carteolol
REF_CLASS_ATC:S01ED51,S01ED51,"S01ED51 - timolol, combinations"
REF_CLASS_ATC:S01EE01,S01EE01,S01EE01 - latanoprost
REF_CLASS_ATC:S01EE03,S01EE03,S01EE03 - bimatoprost
REF_CLASS_ATC:S01EE04,S01EE04,S01EE04 - travoprost
REF_CLASS_ATC:S01EE05,S01EE05,S01EE05 - tafluprost
REF_CLASS_ATC:S01EE51,S01EE51,S01EE51 - latanoprost and netarsudil
REF_CLASS_ATC:S01EX02,S01EX02,S01EX02 - dapiprazole
REF_CLASS_ATC:S01EX05,S01EX05,S01EX05 - netarsudil
REF_CLASS_ATC:S01FA01,S01FA01,S01FA01 - atropine
REF_CLASS_ATC:S01FA04,S01FA04,S01FA04 - cyclopentolate
REF_CLASS_ATC:S01FA05,S01FA05,S01FA05 - homatropine
REF_CLASS_ATC:S01FA06,S01FA06,S01FA06 - tropicamide
REF_CLASS_ATC:S01FA56,S01FA56,"S01FA56 - tropicamide, combinations"
REF_CLASS_ATC:S01FB51,S01FB51,S01FB51 - phenylephrine and ketorolac
REF_CLASS_ATC:S01GA01,S01GA01,S01GA01 - naphazoline
REF_CLASS_ATC:S01GA02,S01GA02,S01GA02 - tetryzoline
REF_CLASS_ATC:S01GA03,S01GA03,S01GA03 - xylometazoline
REF_CLASS_ATC:S01GA04,S01GA04,S01GA04 - oxymetazoline
REF_CLASS_ATC:S01GA05,S01GA05,S01GA05 - phenylephrine
REF_CLASS_ATC:S01GA07,S01GA07,S01GA07 - brimonidine
REF_CLASS_ATC:S01GA51,S01GA51,"S01GA51 - naphazoline, combinations"
REF_CLASS_ATC:S01GA52,S01GA52,"S01GA52 - tetryzoline, combinations"
REF_CLASS_ATC:S01GX01,S01GX01,S01GX01 - cromoglicic acid
REF_CLASS_ATC:S01GX02,S01GX02,S01GX02 - levocabastine
REF_CLASS_ATC:S01GX03,S01GX03,S01GX03 - spaglumic acid
REF_CLASS_ATC:S01GX04,S01GX04,S01GX04 - nedocromil
REF_CLASS_ATC:S01GX05,S01GX05,S01GX05 - lodoxamide
REF_CLASS_ATC:S01GX06,S01GX06,S01GX06 - emedastine
REF_CLASS_ATC:S01GX07,S01GX07,S01GX07 - azelastine
REF_CLASS_ATC:S01GX08,S01GX08,S01GX08 - ketotifen
REF_CLASS_ATC:S01GX09,S01GX09,S01GX09 - olopatadine
REF_CLASS_ATC:S01GX10,S01GX10,S01GX10 - epinastine
REF_CLASS_ATC:S01GX13,S01GX13,S01GX13 - bilastine
REF_CLASS_ATC:S01GX51,S01GX51,"S01GX51 - cromoglicic acid, combinations"
REF_CLASS_ATC:S01HA02,S01HA02,S01HA02 - oxybuprocaine
REF_CLASS_ATC:S01HA03,S01HA03,S01HA03 - tetracaine
REF_CLASS_ATC:S01JA01,S01JA01,S01JA01 - fluorescein
REF_CLASS_ATC:S01KA01,S01KA01,S01KA01 - hyaluronic acid
REF_CLASS_ATC:S01LA01,S01LA01,S01LA01 - verteporfin
REF_CLASS_ATC:S01LA03,S01LA03,S01LA03 - pegaptanib
REF_CLASS_ATC:S01LA04,S01LA04,S01LA04 - ranibizumab
REF_CLASS_ATC:S01LA05,S01LA05,S01LA05 - aflibercept
REF_CLASS_ATC:S01LA06,S01LA06,S01LA06 - brolucizumab
REF_CLASS_ATC:S01LA08,S01LA08,S01LA08 - bevacizumab
REF_CLASS_ATC:S01XA02,S01XA02,S01XA02 - retinol
REF_CLASS_ATC:S01XA04,S01XA04,S01XA04 - potassium iodide
REF_CLASS_ATC:S01XA08,S01XA08,S01XA08 - acetylcysteine
REF_CLASS_ATC:S01XA10,S01XA10,S01XA10 - inosine
REF_CLASS_ATC:S01XA18,S01XA18,S01XA18 - ciclosporin
REF_CLASS_ATC:S01XA19,S01XA19,"S01XA19 - limbal stem cells, autologous"
REF_CLASS_ATC:S01XA20,S01XA20,S01XA20 - artificial tears and other indifferent preparations
REF_CLASS_ATC:S01XA21,S01XA21,S01XA21 - mercaptamine
REF_CLASS_ATC:S01XA22,S01XA22,S01XA22 - ocriplasmin
REF_CLASS_ATC:S01XA27,S01XA27,S01XA27 - voretigene neparvovec
REF_CLASS_ATC:S02AA03,S02AA03,S02AA03 - boric acid
REF_CLASS_ATC:S02BA06,S02BA06,S02BA06 - dexamethasone
REF_CLASS_ATC:S02BA08,S02BA08,S02BA08 - fluocinolone acetonide
REF_CLASS_ATC:S02CA03,S02CA03,S02CA03 - hydrocortisone and antiinfectives
REF_CLASS_ATC:S02CA05,S02CA05,S02CA05 - fluocinolone acetonide and antiinfectives
REF_CLASS_ATC:S02CA06,S02CA06,S02CA06 - dexamethasone and antiinfectives
REF_CLASS_ATC:S03CA01,S03CA01,S03CA01 - dexamethasone and antiinfectives
REF_CLASS_ATC:S03CA04,S03CA04,S03CA04 - hydrocortisone and antiinfectives
REF_CLASS_ATC:V01AA02,V01AA02,V01AA02 - grass pollen
REF_CLASS_ATC:V01AA03,V01AA03,V01AA03 - house dust mites
REF_CLASS_ATC:V01AA07,V01AA07,V01AA07 - insects
REF_CLASS_ATC:V01AA08,V01AA08,V01AA08 - food
REF_CLASS_ATC:V01AA20,V01AA20,V01AA20 - various
REF_CLASS_ATC:V03AB14,V03AB14,V03AB14 - protamine
REF_CLASS_ATC:V03AB15,V03AB15,V03AB15 - naloxone
REF_CLASS_ATC:V03AB17,V03AB17,V03AB17 - methylthioninium chloride
REF_CLASS_ATC:V03AB18,V03AB18,V03AB18 - potassium permanganate
REF_CLASS_ATC:V03AB21,V03AB21,V03AB21 - potassium iodide
REF_CLASS_ATC:V03AB23,V03AB23,V03AB23 - acetylcysteine
REF_CLASS_ATC:V03AB25,V03AB25,V03AB25 - flumazenil
REF_CLASS_ATC:V03AB33,V03AB33,V03AB33 - hydroxocobalamin
REF_CLASS_ATC:V03AB35,V03AB35,V03AB35 - sugammadex
REF_CLASS_ATC:V03AB37,V03AB37,V03AB37 - idarucizumab
REF_CLASS_ATC:V03AB38,V03AB38,V03AB38 - andexanet alfa
REF_CLASS_ATC:V03AC01,V03AC01,V03AC01 - deferoxamine
REF_CLASS_ATC:V03AC02,V03AC02,V03AC02 - deferiprone
REF_CLASS_ATC:V03AC03,V03AC03,V03AC03 - deferasirox
REF_CLASS_ATC:V03AE01,V03AE01,V03AE01 - polystyrene sulfonate
REF_CLASS_ATC:V03AE02,V03AE02,V03AE02 - sevelamer
REF_CLASS_ATC:V03AE03,V03AE03,V03AE03 - lanthanum carbonate
REF_CLASS_ATC:V03AE04,V03AE04,V03AE04 - calcium acetate and magnesium carbonate
REF_CLASS_ATC:V03AE05,V03AE05,V03AE05 - sucroferric oxyhydroxide
REF_CLASS_ATC:V03AE07,V03AE07,V03AE07 - calcium acetate
REF_CLASS_ATC:V03AE08,V03AE08,V03AE08 - ferric citrate
REF_CLASS_ATC:V03AE09,V03AE09,V03AE09 - patiromer calcium
REF_CLASS_ATC:V03AE10,V03AE10,V03AE10 - sodium zirconium cyclosilicate
REF_CLASS_ATC:V03AF01,V03AF01,V03AF01 - mesna
REF_CLASS_ATC:V03AF02,V03AF02,V03AF02 - dexrazoxane
REF_CLASS_ATC:V03AF03,V03AF03,V03AF03 - calcium folinate
REF_CLASS_ATC:V03AF04,V03AF04,V03AF04 - calcium levofolinate
REF_CLASS_ATC:V03AF06,V03AF06,V03AF06 - sodium folinate
REF_CLASS_ATC:V03AF07,V03AF07,V03AF07 - rasburicase
REF_CLASS_ATC:V03AF08,V03AF08,V03AF08 - palifermin
REF_CLASS_ATC:V03AF09,V03AF09,V03AF09 - glucarpidase
REF_CLASS_ATC:V03AN01,V03AN01,V03AN01 - oxygen
REF_CLASS_ATC:V03AN02,V03AN02,V03AN02 - carbon dioxide
REF_CLASS_ATC:V03AN05,V03AN05,V03AN05 - medical air
REF_CLASS_ATC:V03AX03,V03AX03,V03AX03 - cobicistat
REF_CLASS_ATC:V04CC04,V04CC04,V04CC04 - ceruletide
REF_CLASS_ATC:V04CD01,V04CD01,V04CD01 - metyrapone
REF_CLASS_ATC:V04CD03,V04CD03,V04CD03 - sermorelin
REF_CLASS_ATC:V04CD06,V04CD06,V04CD06 - macimorelin
REF_CLASS_ATC:V04CF01,V04CF01,V04CF01 - tuberculin
REF_CLASS_ATC:V04CX01,V04CX01,V04CX01 - indocyanine green
REF_CLASS_ATC:V04CX05,V04CX05,V04CX05 - 13C-urea
REF_CLASS_ATC:V06DC01,V06DC01,V06DC01 - glucose
REF_CLASS_ATC:V08AA01,V08AA01,V08AA01 - diatrizoic acid
REF_CLASS_ATC:V08AA03,V08AA03,V08AA03 - iodamide
REF_CLASS_ATC:V08AA05,V08AA05,V08AA05 - ioxitalamic acid
REF_CLASS_ATC:V08AB02,V08AB02,V08AB02 - iohexol
REF_CLASS_ATC:V08AB03,V08AB03,V08AB03 - ioxaglic acid
REF_CLASS_ATC:V08AB04,V08AB04,V08AB04 - iopamidol
REF_CLASS_ATC:V08AB05,V08AB05,V08AB05 - iopromide
REF_CLASS_ATC:V08AB06,V08AB06,V08AB06 - iotrolan
REF_CLASS_ATC:V08AB07,V08AB07,V08AB07 - ioversol
REF_CLASS_ATC:V08AB08,V08AB08,V08AB08 - iopentol
REF_CLASS_ATC:V08AB09,V08AB09,V08AB09 - iodixanol
REF_CLASS_ATC:V08AB10,V08AB10,V08AB10 - iomeprol
REF_CLASS_ATC:V08AB11,V08AB11,V08AB11 - iobitridol
REF_CLASS_ATC:V08AC01,V08AC01,V08AC01 - iodoxamic acid
REF_CLASS_ATC:V08AC02,V08AC02,V08AC02 - iotroxic acid
REF_CLASS_ATC:V08AC04,V08AC04,V08AC04 - adipiodone
REF_CLASS_ATC:V08AC06,V08AC06,V08AC06 - iopanoic acid
REF_CLASS_ATC:V08AC08,V08AC08,V08AC08 - sodium iopodate
REF_CLASS_ATC:V08AD01,V08AD01,V08AD01 - ethyl esters of iodised fatty acids
REF_CLASS_ATC:V08BA01,V08BA01,V08BA01 - barium sulfate with suspending agents
REF_CLASS_ATC:V08CA01,V08CA01,V08CA01 - gadopentetic acid
REF_CLASS_ATC:V08CA02,V08CA02,V08CA02 - gadoteric acid
REF_CLASS_ATC:V08CA03,V08CA03,V08CA03 - gadodiamide
REF_CLASS_ATC:V08CA04,V08CA04,V08CA04 - gadoteridol
REF_CLASS_ATC:V08CA05,V08CA05,V08CA05 - mangafodipir
REF_CLASS_ATC:V08CA06,V08CA06,V08CA06 - gadoversetamide
REF_CLASS_ATC:V08CA08,V08CA08,V08CA08 - gadobenic acid
REF_CLASS_ATC:V08CA09,V08CA09,V08CA09 - gadobutrol
REF_CLASS_ATC:V08CA10,V08CA10,V08CA10 - gadoxetic acid
REF_CLASS_ATC:V08CA12,V08CA12,V08CA12 - gadopiclenol
REF_CLASS_ATC:V08CB03,V08CB03,"V08CB03 - iron oxide, nanoparticles"
REF_CLASS_ATC:V08DA01,V08DA01,"V08DA01 - perflutren, human albumin microspheres"
REF_CLASS_ATC:V08DA02,V08DA02,V08DA02 - microparticles of galactose
REF_CLASS_ATC:V08DA03,V08DA03,V08DA03 - perflenapent
REF_CLASS_ATC:V08DA04,V08DA04,"V08DA04 - perflutren, phospholipid microspheres"
REF_CLASS_ATC:V08DA05,V08DA05,"V08DA05 - sulfur hexafluoride, phospholipid microspheres"
REF_CLASS_ATC:V09AA01,V09AA01,V09AA01 - technetium (99mTc) exametazime
REF_CLASS_ATC:V09AA02,V09AA02,V09AA02 - technetium (99mTc) bicisate
REF_CLASS_ATC:V09AB03,V09AB03,V09AB03 - iodine ioflupane (123I)
REF_CLASS_ATC:V09AX04,V09AX04,V09AX04 - flutemetamol (18F)
REF_CLASS_ATC:V09AX05,V09AX05,V09AX05 - florbetapir (18F)
REF_CLASS_ATC:V09AX06,V09AX06,V09AX06 - florbetaben (18F)
REF_CLASS_ATC:V09AX07,V09AX07,V09AX07 - flortaucipir (18F)
REF_CLASS_ATC:V09BA01,V09BA01,V09BA01 - technetium (99mTc) oxidronic acid
REF_CLASS_ATC:V09BA02,V09BA02,V09BA02 - technetium (99mTc) medronic acid
REF_CLASS_ATC:V09CA01,V09CA01,V09CA01 - technetium (99mTc) pentetic acid
REF_CLASS_ATC:V09CA02,V09CA02,V09CA02 - technetium (99mTc) succimer
REF_CLASS_ATC:V09CA03,V09CA03,V09CA03 - technetium (99mTc) mertiatide
REF_CLASS_ATC:V09CA06,V09CA06,V09CA06 - technetium (99mTc) ethylenedicysteine
REF_CLASS_ATC:V09CX04,V09CX04,V09CX04 - chromium (51Cr) edetate
REF_CLASS_ATC:V09DA04,V09DA04,V09DA04 - technetium (99mTc) mebrofenin
REF_CLASS_ATC:V09DB01,V09DB01,V09DB01 - technetium (99mTc) nanocolloid
REF_CLASS_ATC:V09DB04,V09DB04,V09DB04 - technetium (99mTc) tin colloid
REF_CLASS_ATC:V09DB05,V09DB05,V09DB05 - technetium (99mTc) sulfur colloid
REF_CLASS_ATC:V09DB06,V09DB06,V09DB06 - technetium (99mTc) rheniumsulfide colloid
REF_CLASS_ATC:V09DB07,V09DB07,V09DB07 - technetium (99mTc) phytate
REF_CLASS_ATC:V09DX01,V09DX01,V09DX01 - selenium (75Se) tauroselcholic acid
REF_CLASS_ATC:V09EA01,V09EA01,V09EA01 - technetium (99mTc) pentetic acid
REF_CLASS_ATC:V09EA02,V09EA02,V09EA02 - technetium (99mTc) technegas
REF_CLASS_ATC:V09EB01,V09EB01,V09EB01 - technetium (99mTc) macrosalb
REF_CLASS_ATC:V09EX01,V09EX01,V09EX01 - krypton (81mKr) gas
REF_CLASS_ATC:V09EX03,V09EX03,V09EX03 - xenon (133Xe) gas
REF_CLASS_ATC:V09FX01,V09FX01,V09FX01 - technetium (99mTc) pertechnetate
REF_CLASS_ATC:V09FX03,V09FX03,V09FX03 - sodium iodide (131I)
REF_CLASS_ATC:V09GA01,V09GA01,V09GA01 - technetium (99mTc) sestamibi
REF_CLASS_ATC:V09GA02,V09GA02,V09GA02 - technetium (99mTc) tetrofosmin
REF_CLASS_ATC:V09GA06,V09GA06,V09GA06 - technetium (99mTc) stannous agent labelled cells
REF_CLASS_ATC:V09GX01,V09GX01,V09GX01 - thallium (201Tl) chloride
REF_CLASS_ATC:V09GX03,V09GX03,V09GX03 - chromium (51Cr) chromate labelled cells
REF_CLASS_ATC:V09HA03,V09HA03,V09HA03 - technetium (99mTc) antigranulocyte antibody
REF_CLASS_ATC:V09HA04,V09HA04,V09HA04 - technetium (99mTc) sulesomab
REF_CLASS_ATC:V09HB01,V09HB01,V09HB01 - indium (111In) oxinate labelled cells
REF_CLASS_ATC:V09HX01,V09HX01,V09HX01 - gallium (67Ga) citrate
REF_CLASS_ATC:V09IA04,V09IA04,V09IA04 - technetium (99mTc) votumumab
REF_CLASS_ATC:V09IA05,V09IA05,V09IA05 - technetium (99mTc) depreotide
REF_CLASS_ATC:V09IA06,V09IA06,V09IA06 - technetium (99mTc) arcitumomab
REF_CLASS_ATC:V09IA07,V09IA07,V09IA07 - technetium (99mTc) hynic-octreotide
REF_CLASS_ATC:V09IA09,V09IA09,V09IA09 - technetium (99mTc) tilmanocept
REF_CLASS_ATC:V09IB01,V09IB01,V09IB01 - indium (111In) pentetreotide
REF_CLASS_ATC:V09IX01,V09IX01,V09IX01 - iobenguane (123I)
REF_CLASS_ATC:V09IX02,V09IX02,V09IX02 - iobenguane (131I)
REF_CLASS_ATC:V09IX04,V09IX04,V09IX04 - fludeoxyglucose (18F)
REF_CLASS_ATC:V09IX05,V09IX05,V09IX05 - fluorodopa (18F)
REF_CLASS_ATC:V09IX07,V09IX07,V09IX07 - fluorocholine (18F)
REF_CLASS_ATC:V09IX09,V09IX09,V09IX09 - gallium (68Ga) edotreotide
REF_CLASS_ATC:V09IX14,V09IX14,V09IX14 - gallium (68Ga) gozetotide
REF_CLASS_ATC:V09IX16,V09IX16,V09IX16 - piflufolastat (18F)
REF_CLASS_ATC:V09XX01,V09XX01,V09XX01 - cobalt (57Co) cyanocobalamine
REF_CLASS_ATC:V10AA01,V10AA01,V10AA01 - yttrium (90Y) citrate colloid
REF_CLASS_ATC:V10AA03,V10AA03,V10AA03 - yttrium (90Y) silicate colloid
REF_CLASS_ATC:V10BX01,V10BX01,V10BX01 - strontium (89Sr) chloride
REF_CLASS_ATC:V10BX02,V10BX02,V10BX02 - samarium (153Sm) lexidronam
REF_CLASS_ATC:V10XA01,V10XA01,V10XA01 - sodium iodide (131I)
REF_CLASS_ATC:V10XA02,V10XA02,V10XA02 - iobenguane (131I)
REF_CLASS_ATC:V10XX01,V10XX01,V10XX01 - sodium phosphate (32P)
REF_CLASS_ATC:V10XX02,V10XX02,V10XX02 - ibritumomab tiuxetan (90Y)
REF_CLASS_ATC:V10XX03,V10XX03,V10XX03 - radium (223Ra) dichloride
REF_CLASS_ATC:V10XX04,V10XX04,V10XX04 - lutetium (177Lu) oxodotreotide
REF_CLASS_ATC:V10XX05,V10XX05,V10XX05 - lutetium (177Lu) vipivotide tetraxetan
