value,code,label
REF_CLASS_ATC:J07AP01,J07AP01,"J07AP01 - typhoid, oral, live attenuated"
REF_CLASS_ATC:J07AP03,J07AP03,"J07AP03 - typhoid, purified polysaccharide antigen"
REF_CLASS_ATC:J07BA01,J07BA01,"J07BA01 - encephalitis, tick borne, inactivated, whole virus"
REF_CLASS_ATC:J07BA02,J07BA02,"J07BA02 - encephalitis, Japanese, inactivated, whole virus"
REF_CLASS_ATC:J07BB01,J07BB01,"J07BB01 - influenza, inactivated, whole virus"
REF_CLASS_ATC:J07BB02,J07BB02,"J07BB02 - influenza, inactivated, split virus or surface antigen"
REF_CLASS_ATC:J07BB03,J07BB03,"J07BB03 - influenza, live attenuated"
REF_CLASS_ATC:J07BC01,J07BC01,"J07BC01 - hepatitis B, purified antigen"
REF_CLASS_ATC:J07BC02,J07BC02,"J07BC02 - hepatitis A, inactivated, whole virus"
REF_CLASS_ATC:J07BC20,J07BC20,J07BC20 - combinations
REF_CLASS_ATC:J07BD01,J07BD01,"J07BD01 - measles, live attenuated"
REF_CLASS_ATC:J07BD52,J07BD52,"J07BD52 - measles, combinations with mumps and rubella, live attenuated"
REF_CLASS_ATC:J07BD53,J07BD53,"J07BD53 - measles, combinations with rubella, live attenuated"
REF_CLASS_ATC:J07BD54,J07BD54,"J07BD54 - measles, combinations with mumps, rubella and varicella, live attenuated"
REF_CLASS_ATC:J07BF02,J07BF02,"J07BF02 - poliomyelitis oral, trivalent, live attenuated"
REF_CLASS_ATC:J07BF03,J07BF03,"J07BF03 - poliomyelitis, trivalent, inactivated, whole virus"
REF_CLASS_ATC:J07BG01,J07BG01,"J07BG01 - rabies, inactivated, whole virus"
REF_CLASS_ATC:J07BH01,J07BH01,"J07BH01 - rota virus, live attenuated"
REF_CLASS_ATC:J07BH02,J07BH02,"J07BH02 - rota virus, pentavalent, live, reassorted"
REF_CLASS_ATC:J07BJ01,J07BJ01,"J07BJ01 - rubella, live attenuated"
REF_CLASS_ATC:J07BK01,J07BK01,"J07BK01 - varicella, live attenuated"
REF_CLASS_ATC:J07BK02,J07BK02,"J07BK02 - zoster, live attenuated"
REF_CLASS_ATC:J07BK03,J07BK03,"J07BK03 - zoster, purified antigen"
REF_CLASS_ATC:J07BL01,J07BL01,"J07BL01 - yellow fever, live attenuated"
REF_CLASS_ATC:J07BM01,J07BM01,"J07BM01 - papillomavirus (human types 6, 11, 16, 18)"
REF_CLASS_ATC:J07BM02,J07BM02,"J07BM02 - papillomavirus (human types 16, 18)"
REF_CLASS_ATC:J07BM03,J07BM03,"J07BM03 - papillomavirus (human types 6, 11, 16, 18, 31, 33, 45, 52, 58)"
REF_CLASS_ATC:J07BN01,J07BN01,"J07BN01 - covid-19, RNA-based vaccine"
REF_CLASS_ATC:J07BN04,J07BN04,"J07BN04 - covid-19, protein subunit"
REF_CLASS_ATC:J07BX01,J07BX01,J07BX01 - smallpox and monkeypox vaccines
REF_CLASS_ATC:J07BX02,J07BX02,J07BX02 - ebola vaccines
REF_CLASS_ATC:J07BX04,J07BX04,J07BX04 - dengue virus vaccines
REF_CLASS_ATC:J07BX05,J07BX05,J07BX05 - respiratory syncytial virus vaccines
REF_CLASS_ATC:J07CA02,J07CA02,J07CA02 - diphtheria-pertussis-poliomyelitis-tetanus
REF_CLASS_ATC:J07CA05,J07CA05,J07CA05 - diphtheria-hepatitis B-pertussis-tetanus
REF_CLASS_ATC:J07CA06,J07CA06,J07CA06 - diphtheria-haemophilus influenzae B-pertussis-poliomyelitis-tetanus
REF_CLASS_ATC:J07CA09,J07CA09,J07CA09 - diphtheria-haemophilus influenzae B-pertussis-poliomyelitis-tetanus-hepatitis B
REF_CLASS_ATC:L01AA01,L01AA01,L01AA01 - cyclophosphamide
REF_CLASS_ATC:L01AA02,L01AA02,L01AA02 - chlorambucil
REF_CLASS_ATC:L01AA03,L01AA03,L01AA03 - melphalan
REF_CLASS_ATC:L01AA05,L01AA05,L01AA05 - chlormethine
REF_CLASS_ATC:L01AA06,L01AA06,L01AA06 - ifosfamide
REF_CLASS_ATC:L01AA07,L01AA07,L01AA07 - trofosfamide
REF_CLASS_ATC:L01AA09,L01AA09,L01AA09 - bendamustine
REF_CLASS_ATC:L01AA10,L01AA10,L01AA10 - melphalan flufenamide
REF_CLASS_ATC:L01AB01,L01AB01,L01AB01 - busulfan
REF_CLASS_ATC:L01AB02,L01AB02,L01AB02 - treosulfan
REF_CLASS_ATC:L01AC01,L01AC01,L01AC01 - thiotepa
REF_CLASS_ATC:L01AD01,L01AD01,L01AD01 - carmustine
REF_CLASS_ATC:L01AD05,L01AD05,L01AD05 - fotemustine
REF_CLASS_ATC:L01AX03,L01AX03,L01AX03 - temozolomide
REF_CLASS_ATC:L01AX04,L01AX04,L01AX04 - dacarbazine
REF_CLASS_ATC:L01BA01,L01BA01,L01BA01 - methotrexate
REF_CLASS_ATC:L01BA03,L01BA03,L01BA03 - raltitrexed
REF_CLASS_ATC:L01BA04,L01BA04,L01BA04 - pemetrexed
REF_CLASS_ATC:L01BB02,L01BB02,L01BB02 - mercaptopurine
REF_CLASS_ATC:L01BB04,L01BB04,L01BB04 - cladribine
REF_CLASS_ATC:L01BB05,L01BB05,L01BB05 - fludarabine
REF_CLASS_ATC:L01BB06,L01BB06,L01BB06 - clofarabine
REF_CLASS_ATC:L01BB07,L01BB07,L01BB07 - nelarabine
REF_CLASS_ATC:L01BC01,L01BC01,L01BC01 - cytarabine
REF_CLASS_ATC:L01BC02,L01BC02,L01BC02 - fluorouracil
REF_CLASS_ATC:L01BC03,L01BC03,L01BC03 - tegafur
REF_CLASS_ATC:L01BC05,L01BC05,L01BC05 - gemcitabine
REF_CLASS_ATC:L01BC06,L01BC06,L01BC06 - capecitabine
REF_CLASS_ATC:L01BC07,L01BC07,L01BC07 - azacitidine
REF_CLASS_ATC:L01BC08,L01BC08,L01BC08 - decitabine
REF_CLASS_ATC:L01BC53,L01BC53,"L01BC53 - tegafur, combinations"
REF_CLASS_ATC:L01BC59,L01BC59,"L01BC59 - trifluridine, combinations"
REF_CLASS_ATC:L01CA01,L01CA01,L01CA01 - vinblastine
REF_CLASS_ATC:L01CA02,L01CA02,L01CA02 - vincristine
REF_CLASS_ATC:L01CA03,L01CA03,L01CA03 - vindesine
REF_CLASS_ATC:L01CA04,L01CA04,L01CA04 - vinorelbine
REF_CLASS_ATC:L01CA05,L01CA05,L01CA05 - vinflunine
REF_CLASS_ATC:L01CB01,L01CB01,L01CB01 - etoposide
REF_CLASS_ATC:L01CB02,L01CB02,L01CB02 - teniposide
REF_CLASS_ATC:L01CD01,L01CD01,L01CD01 - paclitaxel
REF_CLASS_ATC:L01CD02,L01CD02,L01CD02 - docetaxel
REF_CLASS_ATC:L01CD04,L01CD04,L01CD04 - cabazitaxel
REF_CLASS_ATC:L01CE01,L01CE01,L01CE01 - topotecan
REF_CLASS_ATC:L01CE02,L01CE02,L01CE02 - irinotecan
REF_CLASS_ATC:L01CX01,L01CX01,L01CX01 - trabectedin
REF_CLASS_ATC:L01DB01,L01DB01,L01DB01 - doxorubicin
REF_CLASS_ATC:L01DB02,L01DB02,L01DB02 - daunorubicin
REF_CLASS_ATC:L01DB03,L01DB03,L01DB03 - epirubicin
REF_CLASS_ATC:L01DB06,L01DB06,L01DB06 - idarubicin
REF_CLASS_ATC:L01DB07,L01DB07,L01DB07 - mitoxantrone
REF_CLASS_ATC:L01DB11,L01DB11,L01DB11 - pixantrone
REF_CLASS_ATC:L01DC01,L01DC01,L01DC01 - bleomycin
REF_CLASS_ATC:L01DC03,L01DC03,L01DC03 - mitomycin
REF_CLASS_ATC:L01EA01,L01EA01,L01EA01 - imatinib
REF_CLASS_ATC:L01EA02,L01EA02,L01EA02 - dasatinib
REF_CLASS_ATC:L01EA03,L01EA03,L01EA03 - nilotinib
REF_CLASS_ATC:L01EA04,L01EA04,L01EA04 - bosutinib
REF_CLASS_ATC:L01EA05,L01EA05,L01EA05 - ponatinib
REF_CLASS_ATC:L01EA06,L01EA06,L01EA06 - asciminib
REF_CLASS_ATC:L01EB01,L01EB01,L01EB01 - gefitinib
REF_CLASS_ATC:L01EB02,L01EB02,L01EB02 - erlotinib
REF_CLASS_ATC:L01EB03,L01EB03,L01EB03 - afatinib
REF_CLASS_ATC:L01EB04,L01EB04,L01EB04 - osimertinib
REF_CLASS_ATC:L01EB07,L01EB07,L01EB07 - dacomitinib
REF_CLASS_ATC:L01EB09,L01EB09,L01EB09 - lazertinib
REF_CLASS_ATC:L01EB11,L01EB11,L01EB11 - aumolertinib
REF_CLASS_ATC:L01EC01,L01EC01,L01EC01 - vemurafenib
REF_CLASS_ATC:L01EC02,L01EC02,L01EC02 - dabrafenib
REF_CLASS_ATC:L01EC03,L01EC03,L01EC03 - encorafenib
REF_CLASS_ATC:L01ED01,L01ED01,L01ED01 - crizotinib
REF_CLASS_ATC:L01ED02,L01ED02,L01ED02 - ceritinib
REF_CLASS_ATC:L01ED03,L01ED03,L01ED03 - alectinib
REF_CLASS_ATC:L01ED04,L01ED04,L01ED04 - brigatinib
REF_CLASS_ATC:L01ED05,L01ED05,L01ED05 - lorlatinib
REF_CLASS_ATC:L01EE01,L01EE01,L01EE01 - trametinib
REF_CLASS_ATC:L01EE02,L01EE02,L01EE02 - cobimetinib
REF_CLASS_ATC:L01EE03,L01EE03,L01EE03 - binimetinib
REF_CLASS_ATC:L01EE04,L01EE04,L01EE04 - selumetinib
REF_CLASS_ATC:L01EE05,L01EE05,L01EE05 - mirdametinib
REF_CLASS_ATC:L01EF01,L01EF01,L01EF01 - palbociclib
REF_CLASS_ATC:L01EF02,L01EF02,L01EF02 - ribociclib
REF_CLASS_ATC:L01EF03,L01EF03,L01EF03 - abemaciclib
REF_CLASS_ATC:L01EG01,L01EG01,L01EG01 - temsirolimus
REF_CLASS_ATC:L01EG02,L01EG02,L01EG02 - everolimus
REF_CLASS_ATC:L01EH01,L01EH01,L01EH01 - lapatinib
REF_CLASS_ATC:L01EH02,L01EH02,L01EH02 - neratinib
REF_CLASS_ATC:L01EJ01,L01EJ01,L01EJ01 - ruxolitinib
REF_CLASS_ATC:L01EJ02,L01EJ02,L01EJ02 - fedratinib
REF_CLASS_ATC:L01EK01,L01EK01,L01EK01 - axitinib
REF_CLASS_ATC:L01EK03,L01EK03,L01EK03 - tivozanib
REF_CLASS_ATC:L01EL01,L01EL01,L01EL01 - ibrutinib
REF_CLASS_ATC:L01EL02,L01EL02,L01EL02 - acalabrutinib
REF_CLASS_ATC:L01EL03,L01EL03,L01EL03 - zanubrutinib
REF_CLASS_ATC:L01EM01,L01EM01,L01EM01 - idelalisib
REF_CLASS_ATC:L01EM03,L01EM03,L01EM03 - alpelisib
REF_CLASS_ATC:L01EM04,L01EM04,L01EM04 - duvelisib
REF_CLASS_ATC:L01EN01,L01EN01,L01EN01 - erdafitinib
REF_CLASS_ATC:L01EN02,L01EN02,L01EN02 - pemigatinib
REF_CLASS_ATC:L01EN04,L01EN04,L01EN04 - futibatinib
REF_CLASS_ATC:L01EX01,L01EX01,L01EX01 - sunitinib
REF_CLASS_ATC:L01EX02,L01EX02,L01EX02 - sorafenib
REF_CLASS_ATC:L01EX03,L01EX03,L01EX03 - pazopanib
REF_CLASS_ATC:L01EX04,L01EX04,L01EX04 - vandetanib
REF_CLASS_ATC:L01EX05,L01EX05,L01EX05 - regorafenib
REF_CLASS_ATC:L01EX07,L01EX07,L01EX07 - cabozantinib
REF_CLASS_ATC:L01EX08,L01EX08,L01EX08 - lenvatinib
REF_CLASS_ATC:L01EX09,L01EX09,L01EX09 - nintedanib
REF_CLASS_ATC:L01EX10,L01EX10,L01EX10 - midostaurin
REF_CLASS_ATC:L01EX11,L01EX11,L01EX11 - quizartinib
REF_CLASS_ATC:L01EX12,L01EX12,L01EX12 - larotrectinib
REF_CLASS_ATC:L01EX13,L01EX13,L01EX13 - gilteritinib
REF_CLASS_ATC:L01EX14,L01EX14,L01EX14 - entrectinib
REF_CLASS_ATC:L01EX17,L01EX17,L01EX17 - capmatinib
REF_CLASS_ATC:L01EX18,L01EX18,L01EX18 - avapritinib
REF_CLASS_ATC:L01EX21,L01EX21,L01EX21 - tepotinib
REF_CLASS_ATC:L01EX23,L01EX23,L01EX23 - pralsetinib
REF_CLASS_ATC:L01FA01,L01FA01,L01FA01 - rituximab
REF_CLASS_ATC:L01FA02,L01FA02,L01FA02 - ofatumumab
REF_CLASS_ATC:L01FA03,L01FA03,L01FA03 - obinutuzumab
REF_CLASS_ATC:L01FB01,L01FB01,L01FB01 - inotuzumab ozogamicin
REF_CLASS_ATC:L01FB02,L01FB02,L01FB02 - moxetumomab pasudotox
REF_CLASS_ATC:L01FC01,L01FC01,L01FC01 - daratumumab
REF_CLASS_ATC:L01FC02,L01FC02,L01FC02 - isatuximab
REF_CLASS_ATC:L01FD01,L01FD01,L01FD01 - trastuzumab
REF_CLASS_ATC:L01FD02,L01FD02,L01FD02 - pertuzumab
REF_CLASS_ATC:L01FD03,L01FD03,L01FD03 - trastuzumab emtansine
REF_CLASS_ATC:L01FD04,L01FD04,L01FD04 - trastuzumab deruxtecan
REF_CLASS_ATC:L01FD07,L01FD07,L01FD07 - zanidatamab
REF_CLASS_ATC:L01FE01,L01FE01,L01FE01 - cetuximab
REF_CLASS_ATC:L01FE02,L01FE02,L01FE02 - panitumumab
REF_CLASS_ATC:L01FE03,L01FE03,L01FE03 - necitumumab
REF_CLASS_ATC:L01FF01,L01FF01,L01FF01 - nivolumab
REF_CLASS_ATC:L01FF02,L01FF02,L01FF02 - pembrolizumab
REF_CLASS_ATC:L01FF03,L01FF03,L01FF03 - durvalumab
REF_CLASS_ATC:L01FF04,L01FF04,L01FF04 - avelumab
REF_CLASS_ATC:L01FF05,L01FF05,L01FF05 - atezolizumab
REF_CLASS_ATC:L01FF06,L01FF06,L01FF06 - cemiplimab
REF_CLASS_ATC:L01FF07,L01FF07,L01FF07 - dostarlimab
REF_CLASS_ATC:L01FF09,L01FF09,L01FF09 - tislelizumab
REF_CLASS_ATC:L01FF10,L01FF10,L01FF10 - retifanlimab
REF_CLASS_ATC:L01FF12,L01FF12,L01FF12 - serplulimab
REF_CLASS_ATC:L01FF13,L01FF13,L01FF13 - toripalimab
REF_CLASS_ATC:L01FG01,L01FG01,L01FG01 - bevacizumab
REF_CLASS_ATC:L01FG02,L01FG02,L01FG02 - ramucirumab
REF_CLASS_ATC:L01FX02,L01FX02,L01FX02 - gemtuzumab ozogamicin
REF_CLASS_ATC:L01FX03,L01FX03,L01FX03 - catumaxomab
REF_CLASS_ATC:L01FX04,L01FX04,L01FX04 - ipilimumab
REF_CLASS_ATC:L01FX05,L01FX05,L01FX05 - brentuximab vedotin
REF_CLASS_ATC:L01FX06,L01FX06,L01FX06 - dinutuximab beta
REF_CLASS_ATC:L01FX07,L01FX07,L01FX07 - blinatumomab
REF_CLASS_ATC:L01FX08,L01FX08,L01FX08 - elotuzumab
REF_CLASS_ATC:L01FX09,L01FX09,L01FX09 - mogamulizumab
REF_CLASS_ATC:L01FX10,L01FX10,L01FX10 - olaratumab
REF_CLASS_ATC:L01FX12,L01FX12,L01FX12 - tafasitamab
REF_CLASS_ATC:L01FX13,L01FX13,L01FX13 - enfortumab vedotin
REF_CLASS_ATC:L01FX14,L01FX14,L01FX14 - polatuzumab vedotin
REF_CLASS_ATC:L01FX15,L01FX15,L01FX15 - belantamab mafodotin
REF_CLASS_ATC:L01FX17,L01FX17,L01FX17 - sacituzumab govitecan
REF_CLASS_ATC:L01FX18,L01FX18,L01FX18 - amivantamab
REF_CLASS_ATC:L01FX20,L01FX20,L01FX20 - tremelimumab
REF_CLASS_ATC:L01FX22,L01FX22,L01FX22 - loncastuximab tesirine
REF_CLASS_ATC:L01FX23,L01FX23,L01FX23 - tisotumab vedotin
REF_CLASS_ATC:L01FX25,L01FX25,L01FX25 - mosunetuzumab
REF_CLASS_ATC:L01FX26,L01FX26,L01FX26 - mirvetuximab soravtansine
REF_CLASS_ATC:L01FX28,L01FX28,L01FX28 - glofitamab
REF_CLASS_ATC:L01FY02,L01FY02,L01FY02 - nivolumab and relatlimab
REF_CLASS_ATC:L01XA01,L01XA01,L01XA01 - cisplatin
REF_CLASS_ATC:L01XA02,L01XA02,L01XA02 - carboplatin
REF_CLASS_ATC:L01XA03,L01XA03,L01XA03 - oxaliplatin
REF_CLASS_ATC:L01XB01,L01XB01,L01XB01 - procarbazine
REF_CLASS_ATC:L01XD01,L01XD01,L01XD01 - porfimer sodium
REF_CLASS_ATC:L01XD03,L01XD03,L01XD03 - methyl aminolevulinate
REF_CLASS_ATC:L01XD04,L01XD04,L01XD04 - aminolevulinic acid
REF_CLASS_ATC:L01XD05,L01XD05,L01XD05 - temoporfin
REF_CLASS_ATC:L01XD07,L01XD07,L01XD07 - padeliporfin
REF_CLASS_ATC:L01XF01,L01XF01,L01XF01 - tretinoin
REF_CLASS_ATC:L01XF02,L01XF02,L01XF02 - alitretinoin
REF_CLASS_ATC:L01XF03,L01XF03,L01XF03 - bexarotene
REF_CLASS_ATC:L01XG01,L01XG01,L01XG01 - bortezomib
REF_CLASS_ATC:L01XG02,L01XG02,L01XG02 - carfilzomib
REF_CLASS_ATC:L01XG03,L01XG03,L01XG03 - ixazomib
REF_CLASS_ATC:L01XH03,L01XH03,L01XH03 - panobinostat
REF_CLASS_ATC:L01XJ01,L01XJ01,L01XJ01 - vismodegib
REF_CLASS_ATC:L01XJ02,L01XJ02,L01XJ02 - sonidegib
REF_CLASS_ATC:L01XJ03,L01XJ03,L01XJ03 - glasdegib
REF_CLASS_ATC:L01XK01,L01XK01,L01XK01 - olaparib
REF_CLASS_ATC:L01XK02,L01XK02,L01XK02 - niraparib
REF_CLASS_ATC:L01XK03,L01XK03,L01XK03 - rucaparib
REF_CLASS_ATC:L01XK04,L01XK04,L01XK04 - talazoparib
REF_CLASS_ATC:L01XL02,L01XL02,L01XL02 - talimogene laherparepvec
REF_CLASS_ATC:L01XL03,L01XL03,L01XL03 - axicabtagene ciloleucel
REF_CLASS_ATC:L01XL04,L01XL04,L01XL04 - tisagenlecleucel
REF_CLASS_ATC:L01XL05,L01XL05,L01XL05 - ciltacabtagene autoleucel
REF_CLASS_ATC:L01XL09,L01XL09,L01XL09 - tabelecleucel
REF_CLASS_ATC:L01XL12,L01XL12,L01XL12 - obecabtagene autoleucel
REF_CLASS_ATC:L01XM02,L01XM02,L01XM02 - ivosidenib
REF_CLASS_ATC:L01XM04,L01XM04,L01XM04 - vorasidenib
REF_CLASS_ATC:L01XX01,L01XX01,L01XX01 - amsacrine
REF_CLASS_ATC:L01XX02,L01XX02,L01XX02 - asparaginase
REF_CLASS_ATC:L01XX03,L01XX03,L01XX03 - altretamine
REF_CLASS_ATC:L01XX05,L01XX05,L01XX05 - hydroxycarbamide
REF_CLASS_ATC:L01XX07,L01XX07,L01XX07 - lonidamine
REF_CLASS_ATC:L01XX08,L01XX08,L01XX08 - pentostatin
REF_CLASS_ATC:L01XX11,L01XX11,L01XX11 - estramustine
REF_CLASS_ATC:L01XX23,L01XX23,L01XX23 - mitotane
REF_CLASS_ATC:L01XX24,L01XX24,L01XX24 - pegaspargase
REF_CLASS_ATC:L01XX27,L01XX27,L01XX27 - arsenic trioxide
REF_CLASS_ATC:L01XX33,L01XX33,L01XX33 - celecoxib
REF_CLASS_ATC:L01XX35,L01XX35,L01XX35 - anagrelide
REF_CLASS_ATC:L01XX41,L01XX41,L01XX41 - eribulin
REF_CLASS_ATC:L01XX44,L01XX44,L01XX44 - aflibercept
REF_CLASS_ATC:L01XX52,L01XX52,L01XX52 - venetoclax
REF_CLASS_ATC:L01XX66,L01XX66,L01XX66 - selinexor
REF_CLASS_ATC:L01XX67,L01XX67,L01XX67 - tagraxofusp
REF_CLASS_ATC:L01XX73,L01XX73,L01XX73 - sotorasib
REF_CLASS_ATC:L01XX74,L01XX74,L01XX74 - belzutifan
REF_CLASS_ATC:L01XX75,L01XX75,L01XX75 - tebentafusp
REF_CLASS_ATC:L01XX77,L01XX77,L01XX77 - adagrasib
REF_CLASS_ATC:L01XX80,L01XX80,L01XX80 - imetelstat
REF_CLASS_ATC:L01XX81,L01XX81,L01XX81 - nirogacestat
REF_CLASS_ATC:L01XY01,L01XY01,L01XY01 - cytarabine and daunorubicin
REF_CLASS_ATC:L02AA04,L02AA04,L02AA04 - fosfestrol
REF_CLASS_ATC:L02AB01,L02AB01,L02AB01 - megestrol
REF_CLASS_ATC:L02AB02,L02AB02,L02AB02 - medroxyprogesterone
REF_CLASS_ATC:L02AE01,L02AE01,L02AE01 - buserelin
REF_CLASS_ATC:L02AE02,L02AE02,L02AE02 - leuprorelin
REF_CLASS_ATC:L02AE03,L02AE03,L02AE03 - goserelin
REF_CLASS_ATC:L02AE04,L02AE04,L02AE04 - triptorelin
REF_CLASS_ATC:L02AE05,L02AE05,L02AE05 - histrelin
REF_CLASS_ATC:L02BA01,L02BA01,L02BA01 - tamoxifen
REF_CLASS_ATC:L02BA02,L02BA02,L02BA02 - toremifene
REF_CLASS_ATC:L02BA03,L02BA03,L02BA03 - fulvestrant
REF_CLASS_ATC:L02BB01,L02BB01,L02BB01 - flutamide
REF_CLASS_ATC:L02BB02,L02BB02,L02BB02 - nilutamide
REF_CLASS_ATC:L02BB03,L02BB03,L02BB03 - bicalutamide
REF_CLASS_ATC:L02BB04,L02BB04,L02BB04 - enzalutamide
REF_CLASS_ATC:L02BB05,L02BB05,L02BB05 - apalutamide
REF_CLASS_ATC:L02BG01,L02BG01,L02BG01 - aminoglutethimide
REF_CLASS_ATC:L02BG02,L02BG02,L02BG02 - formestane
REF_CLASS_ATC:L02BG03,L02BG03,L02BG03 - anastrozole
REF_CLASS_ATC:L02BG04,L02BG04,L02BG04 - letrozole
REF_CLASS_ATC:L02BG06,L02BG06,L02BG06 - exemestane
REF_CLASS_ATC:L02BX02,L02BX02,L02BX02 - degarelix
REF_CLASS_ATC:L02BX03,L02BX03,L02BX03 - abiraterone
REF_CLASS_ATC:L02BX04,L02BX04,L02BX04 - relugolix
REF_CLASS_ATC:L03AA02,L03AA02,L03AA02 - filgrastim
REF_CLASS_ATC:L03AA03,L03AA03,L03AA03 - molgramostim
REF_CLASS_ATC:L03AA09,L03AA09,L03AA09 - sargramostim
REF_CLASS_ATC:L03AA10,L03AA10,L03AA10 - lenograstim
REF_CLASS_ATC:L03AA13,L03AA13,L03AA13 - pegfilgrastim
REF_CLASS_ATC:L03AA14,L03AA14,L03AA14 - lipegfilgrastim
REF_CLASS_ATC:L03AA18,L03AA18,L03AA18 - efbemalenograstim alfa
REF_CLASS_ATC:L03AB03,L03AB03,L03AB03 - interferon gamma
REF_CLASS_ATC:L03AB04,L03AB04,L03AB04 - interferon alfa-2a
REF_CLASS_ATC:L03AB05,L03AB05,L03AB05 - interferon alfa-2b
REF_CLASS_ATC:L03AB07,L03AB07,L03AB07 - interferon beta-1a
REF_CLASS_ATC:L03AB08,L03AB08,L03AB08 - interferon beta-1b
REF_CLASS_ATC:L03AB09,L03AB09,L03AB09 - interferon alfacon-1
REF_CLASS_ATC:L03AB10,L03AB10,L03AB10 - peginterferon alfa-2b
REF_CLASS_ATC:L03AB11,L03AB11,L03AB11 - peginterferon alfa-2a
REF_CLASS_ATC:L03AB13,L03AB13,L03AB13 - peginterferon beta-1a
REF_CLASS_ATC:L03AB15,L03AB15,L03AB15 - ropeginterferon alfa-2b
REF_CLASS_ATC:L03AC01,L03AC01,L03AC01 - aldesleukin
REF_CLASS_ATC:L03AX03,L03AX03,L03AX03 - BCG vaccine
REF_CLASS_ATC:L03AX09,L03AX09,L03AX09 - thymopentin
REF_CLASS_ATC:L03AX11,L03AX11,L03AX11 - tasonermin
REF_CLASS_ATC:L03AX13,L03AX13,L03AX13 - glatiramer acetate
REF_CLASS_ATC:L03AX14,L03AX14,L03AX14 - histamine dihydrochloride
REF_CLASS_ATC:L03AX15,L03AX15,L03AX15 - mifamurtide
REF_CLASS_ATC:L03AX16,L03AX16,L03AX16 - plerixafor
REF_CLASS_ATC:L03AX17,L03AX17,L03AX17 - sipuleucel-T
REF_CLASS_ATC:L03AX24,L03AX24,L03AX24 - mavorixafor
REF_CLASS_ATC:L04AA03,L04AA03,L04AA03 - antilymphocyte immunoglobulin (horse)
REF_CLASS_ATC:L04AA04,L04AA04,L04AA04 - antithymocyte immunoglobulin (rabbit)
REF_CLASS_ATC:L04AA06,L04AA06,L04AA06 - mycophenolic acid
REF_CLASS_ATC:L04AA19,L04AA19,L04AA19 - gusperimus
REF_CLASS_ATC:L04AA24,L04AA24,L04AA24 - abatacept
REF_CLASS_ATC:L04AA28,L04AA28,L04AA28 - belatacept
REF_CLASS_ATC:L04AA32,L04AA32,L04AA32 - apremilast
REF_CLASS_ATC:L04AA40,L04AA40,L04AA40 - cladribine
REF_CLASS_ATC:L04AA41,L04AA41,L04AA41 - imlifidase
REF_CLASS_ATC:L04AA48,L04AA48,L04AA48 - belumosudil
REF_CLASS_ATC:L04AA60,L04AA60,L04AA60 - remibrutinib
REF_CLASS_ATC:L04AB01,L04AB01,L04AB01 - etanercept
REF_CLASS_ATC:L04AB02,L04AB02,L04AB02 - infliximab
REF_CLASS_ATC:L04AB04,L04AB04,L04AB04 - adalimumab
REF_CLASS_ATC:L04AB05,L04AB05,L04AB05 - certolizumab pegol
REF_CLASS_ATC:L04AB06,L04AB06,L04AB06 - golimumab
REF_CLASS_ATC:L04AC01,L04AC01,L04AC01 - daclizumab
REF_CLASS_ATC:L04AC02,L04AC02,L04AC02 - basiliximab
REF_CLASS_ATC:L04AC03,L04AC03,L04AC03 - anakinra
REF_CLASS_ATC:L04AC04,L04AC04,L04AC04 - rilonacept
REF_CLASS_ATC:L04AC05,L04AC05,L04AC05 - ustekinumab
REF_CLASS_ATC:L04AC07,L04AC07,L04AC07 - tocilizumab
REF_CLASS_ATC:L04AC08,L04AC08,L04AC08 - canakinumab
REF_CLASS_ATC:L04AC10,L04AC10,L04AC10 - secukinumab
REF_CLASS_ATC:L04AC11,L04AC11,L04AC11 - siltuximab
REF_CLASS_ATC:L04AC12,L04AC12,L04AC12 - brodalumab
REF_CLASS_ATC:L04AC13,L04AC13,L04AC13 - ixekizumab
REF_CLASS_ATC:L04AC14,L04AC14,L04AC14 - sarilumab
REF_CLASS_ATC:L04AC16,L04AC16,L04AC16 - guselkumab
REF_CLASS_ATC:L04AC17,L04AC17,L04AC17 - tildrakizumab
REF_CLASS_ATC:L04AC18,L04AC18,L04AC18 - risankizumab
REF_CLASS_ATC:L04AC19,L04AC19,L04AC19 - satralizumab
REF_CLASS_ATC:L04AC21,L04AC21,L04AC21 - bimekizumab
REF_CLASS_ATC:L04AC22,L04AC22,L04AC22 - spesolimab
REF_CLASS_ATC:L04AC24,L04AC24,L04AC24 - mirikizumab
REF_CLASS_ATC:L04AD01,L04AD01,L04AD01 - ciclosporin
REF_CLASS_ATC:L04AD02,L04AD02,L04AD02 - tacrolimus
REF_CLASS_ATC:L04AD03,L04AD03,L04AD03 - voclosporin
REF_CLASS_ATC:L04AE01,L04AE01,L04AE01 - fingolimod
REF_CLASS_ATC:L04AE02,L04AE02,L04AE02 - ozanimod
REF_CLASS_ATC:L04AE03,L04AE03,L04AE03 - siponimod
REF_CLASS_ATC:L04AE04,L04AE04,L04AE04 - ponesimod
REF_CLASS_ATC:L04AF01,L04AF01,L04AF01 - tofacitinib
REF_CLASS_ATC:L04AF02,L04AF02,L04AF02 - baricitinib
REF_CLASS_ATC:L04AF03,L04AF03,L04AF03 - upadacitinib
REF_CLASS_ATC:L04AF04,L04AF04,L04AF04 - filgotinib
REF_CLASS_ATC:L04AF07,L04AF07,L04AF07 - deucravacitinib
